2b22ljnlalakhcqv7e9r_0018,0.7222222222222222,26,36	-0.40793,-1.92518,0.70003,-0.65592,-0.39167,0.95708,2.10823,1.57388,0.77252,0.55692,95.58478,61.52085,225.54934,217.20973,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,6.30923,-1.38,0.41618,0.0,0.0,1.0,0.0,0.0,0.0
85p2o9vs7gnbs30ws7v_0004,0.6857142857142857,24,35	-0.40793,-1.92518,-0.24268,-1.00952,-0.25721,0.22203,1.93382,1.54718,0.67403,0.5841,94.2311,76.56371,226.98248,225.29787,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,1.53964,-1.6,0.9962,0.0,0.0,0.0,0.0,0.0,0.0
8gyn2wt84imovk9ur69_0029,0.6764705882352942,23,34	-0.40793,-1.92518,1.50822,-1.05587,-0.18528,0.22421,2.47178,1.63812,0.70852,0.8439,93.98369,68.46069,225.10324,132.30869,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67647,0,0,1.2456,-1.68,1.15892,0.0,0.0,1.0,0.0,0.0,0.0
2cfby6orc15re2zxn8uq_0000,0.6388888888888888,23,36	-0.40793,-1.92518,1.79201,-1.21554,-0.89012,0.59403,1.5627,1.03238,1.08605,0.55877,95.4375,62.08363,221.36645,216.6925,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.63888,0,0,0.57103,-1.5,1.48192,0.0,1.0,0.0,2.0,0.0,0.0
2b3fs1ylztuc64n8sh67_0009,0.6285714285714286,22,35	-0.40793,-1.92518,0.71305,-1.10318,-0.07161,0.15463,2.66054,1.30479,0.83665,0.54826,101.4375,71.10881,252.6708,225.47892,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.62857,0,0,1.32031,-1.82,1.16212,0.0,1.0,1.0,0.0,0.0,0.0
29vfxoubr7sei3vsmtsy_0000,0.6216216216216216,23,37	-0.40793,-1.92518,2.13917,-0.96083,-1.07426,0.60558,1.29691,0.72214,1.00779,0.62346,99.71025,65.25,218.97166,203.47826,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.62162,0,0,0.55509,-1.68,1.33199,0.0,1.0,0.0,2.0,0.0,0.0
u63asv9nh4y2zzroxr_0011,0.6176470588235294,21,34	-0.40793,-1.92518,0.52141,-1.62469,-1.4307,0.89805,1.26209,1.66771,0.76535,0.69317,102.04734,63.68639,143.86685,131.02414,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.61764,0,0,1.00961,-0.8,1.02005,0.0,1.0,1.0,0.0,0.0,0.0
29fzgxf2kkf9k88v4629_0014,0.6111111111111112,22,36	-0.40793,-1.92518,-0.28302,-0.60827,-0.34097,0.43545,0.88512,0.62559,0.8779,0.45806,96.74176,59.56402,213.73472,145.11374,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.61111,0,0,0.75712,-2.04,1.17374,0.0,1.0,1.0,0.0,0.0,0.0
8e41xpofup1virwlfdn_0006,0.6,21,35	-0.40793,-1.92518,0.23768,-0.67614,-0.04774,0.40011,1.6436,0.48,0.80813,0.36514,99.5625,64.42657,219.13043,222.33756,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,1.4156,-2.41999,0.91735,0.0,1.0,0.0,0.0,0.0,0.0
tg7b7c9bihqrpk272c_0017,0.6,21,35	-0.40793,-1.92518,1.65219,-1.22942,-0.47655,0.55569,2.42552,1.06749,1.07482,0.59734,93.09411,61.3836,228.66238,46.39609,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0.87396,-1.28,1.26648,0.0,0.0,1.0,0.0,0.0,0.0
8e34j6iomqpaaq3bjik_0001,0.6,21,35	-0.40793,-1.92518,0.35777,-1.28394,-1.29136,0.30695,1.19109,1.54306,0.72836,0.82091,105.44484,62.94722,129.5125,140.3997,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,1.80691,-0.9,0.73144,0.0,1.0,0.0,0.0,0.0,0.0
29cqt470ly80bxri1osk_0015,0.6,21,35	-0.40793,-1.92518,1.38973,-1.41719,-1.23096,1.4599,2.07853,1.24496,0.85055,0.54954,104.95962,67.23835,219.49994,132.96619,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,1.31774,-0.94,0.903,0.0,0.0,1.0,0.0,0.0,0.0
