1d5zfs92ou2shspny6k1_0000,0.8888888888888888,32,36	-0.23056,1.79463,-3.32443,-0.25224,0.37404,-0.45032,0.18721,0.15637,0.57978,0.41699,103.04146,70.5,334.23424,98.38509,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.88888,0,0,0.60307,-4.31999,0.69565,0.0,1.0,0.0,1.0,0.0,0.0
1dxg4db3ygtgk41rtfri_0011,0.8648648648648649,32,37	-0.23056,1.79463,-3.41308,-0.14603,0.1603,-0.3176,0.17195,0.15725,0.48802,0.45203,103.68349,66.94651,36.24653,278.48071,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.86486,0,0,1.20093,-7.24,0.50688,0.0,1.0,1.0,0.0,0.0,0.0
4xl44p8ji5f52s7gugs_0008,0.8571428571428571,30,35	-0.23056,1.79463,-1.213,-0.34009,0.37498,-0.23418,0.18196,0.13293,0.51548,0.3771,105.60381,69.35418,31.11629,93.89863,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85714,0,0,0.64935,-3.05999,0.70754,0.0,0.0,0.0,0.0,0.0,0.0
1dague5xfcax4zlmtjk9_0001,0.8333333333333334,30,36	-0.23056,1.79463,-2.51388,-0.19353,0.23428,-0.43191,0.22867,0.14513,0.56654,0.3369,120.60282,56.49095,37.94466,289.06538,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.83333,0,0,0.82934,-3.79999,0.62115,0.0,0.0,1.0,1.0,0.0,0.0
1d43eglqtgicws16w3vz_0002,0.8285714285714286,29,35	-0.23056,1.79463,-2.54804,-0.23752,0.434,-0.34059,0.20447,0.13235,0.5718,0.30645,111.24724,72.20575,34.9879,73.69654,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.82857,0,0,1.07016,-3.63999,0.50926,0.0,1.0,0.0,1.0,0.0,0.0
4wl4sih9moa63aqx1f6_0002,0.8108108108108109,30,37	-0.23056,1.79463,-3.57233,-0.13979,0.3729,-0.44161,0.17927,0.14793,0.56999,0.41613,110.1225,61.36546,334.2643,101.48113,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.81081,0,0,0.64882,-5.69999,0.69016,0.0,0.0,0.0,0.0,0.0,0.0
1cu1dih92dj4augmx5zf_0002,0.7837837837837838,29,37	-0.23056,1.79463,-2.96779,-0.24643,0.39798,-0.53997,0.12324,0.15876,0.47378,0.41572,103.04146,71.52988,334.23424,86.85937,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.78378,0,0,0.50967,-4.29999,0.72067,0.0,1.0,0.0,0.0,0.0,0.0
1kjsp2n64vals41wfgdr_0000,0.7777777777777778,28,36	-0.23056,1.79463,-3.05847,-0.17258,0.37404,-0.53997,0.12361,0.1415,0.47378,0.41572,103.04146,68.4375,334.23424,82.73291,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77777,0,0,0.54486,-5.23999,0.70874,0.0,1.0,0.0,1.0,0.0,0.0
1dxg4db3ygtgk41rtfri_0009,0.7714285714285715,27,35	-0.23056,1.79463,-3.41308,-0.17258,0.1603,-0.3176,0.17831,0.17387,0.47605,0.44934,103.68349,66.94651,36.24653,278.48071,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77142,0,0,0.82681,-7.24,0.64576,0.0,1.0,1.0,0.0,0.0,0.0
1dague5xfcax4zlmtjk9_0003,0.7714285714285715,27,35	-0.23056,1.79463,-3.48044,-0.2481,0.26384,-0.43191,0.21577,0.17063,0.60741,0.40185,113.41578,59.90246,26.89263,108.07754,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77142,0,0,0.46111,-3.73999,0.8036,0.0,1.0,1.0,1.0,0.0,0.0
hna6g91tuip1na4sqs_0001,0.7567567567567568,28,37	-0.23056,1.79463,-1.46303,-0.23217,0.32526,0.00433,0.18454,0.14166,0.61087,0.38464,104.23557,61.43309,332.42829,69.98141,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75675,0,0,0.98301,-3.85999,0.58042,0.0,0.0,0.0,0.0,0.0,0.0
hzmpns7bker3rb4vaa_0000,0.7567567567567568,28,37	-0.23056,1.79463,-2.54804,-0.25224,0.42748,-0.3368,0.20502,0.152,0.56382,0.37385,111.24724,72.20575,34.9879,73.69654,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75675,0,0,0.98439,-3.63999,0.54577,0.0,1.0,0.0,0.0,0.0,0.0
1dw4qij4ylth4qnghoqq_0009,0.75,27,36	-0.23056,1.79463,-1.61852,-0.34766,0.43425,-0.27346,0.13398,0.13834,0.46235,0.38227,102.86416,59.40492,44.93537,85.00498,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0.4553,-3.15999,0.78827,0.0,0.0,1.0,0.0,0.0,0.0
1dague5xfcax4zlmtjk9_0005,0.75,27,36	-0.23056,1.79463,-3.48044,-0.2481,0.26384,-0.43191,0.21577,0.17063,0.60741,0.40185,113.41578,59.90246,26.89263,108.07754,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0.46111,-3.73999,0.8036,0.0,0.0,1.0,1.0,0.0,0.0
