hst_Arp_273 0 1 0.9629629629629629 -0.10257,-4.89429,-0.45646,-0.25191,-0.99373,-0.80271,0.70144,0.35002,2.86951,2.36963,95.61553,-46.0,233.87594,82.8,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.96296,0,0,0.44674,-4.03999,1.20341,0.0,1.0,1.0,0.0,0.0,0.0
588017702948962343 0 1 0.8 0.77539,-1.76333,-2.70998,-1.95662,0.47284,-0.23787,11.02648,0.20856,0.90942,0.7809,86.28424,327.05065,132.95116,212.2362,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0.51091,-18.11999,3.20352,0.0,0.0,1.0,2.0,0.0,0.0
587722984435351614 0 1 0.9459459459459459 -9.93853,-4.5805,3.27377,-0.50008,-2.45565,-1.07799,23.33004,24.69427,3.49825,5.32056,309.6923,36.8125,41.78471,51.42857,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.94594,0,0,0.18901,-22.47999,9.02372,0.0,1.0,0.0,0.0,0.0,0.0
hst_Arp_CGCG 0 1 0.8214285714285714 1.46799,-1.90751,-1.06473,0.07554,-0.38851,-0.60193,0.61882,0.16625,0.77494,0.88675,72.6875,118.0,116.27329,245.96273,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.82142,0,0,0.93128,-3.23999,0.79599,0.0,1.0,0.0,0.0,0.0,0.0
587733080814583863 0 1 0.8108108108108109 0.08788,-0.63517,-0.80265,1.58982,-0.69369,-0.44444,0.67232,0.93367,0.67988,0.28073,20.25,80.6875,248.19875,125.21739,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.81081,0,0,1.27875,-0.4,0.79073,0.0,1.0,1.0,2.0,0.0,0.0
587742010583941189 0 1 0.8 -0.98742,-0.65926,0.56232,0.33462,0.26937,0.48074,0.58781,0.0433,0.77211,0.32639,135.875,96.8125,286.21118,223.60248,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,1.43157,-5.57999,0.64573,0.0,1.0,1.0,0.0,0.0,0.0
1237678620102623480 0 1 0.918918918918919 -1.01385,-2.25736,-5.87671,-0.24915,-0.22999,-1.99056,0.28515,0.41314,0.88722,0.36813,141.01822,77.28138,243.908,238.89572,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91891,0,0,0.28904,-3.91999,1.13595,0.0,1.0,1.0,0.0,0.0,0.0
587727177926508595 0 1 0.6285714285714286 0.93974,0.17991,2.04467,1.26751,0.43911,0.80185,0.35582,0.24462,0.62686,0.49921,4.37978,83.31363,224.97395,235.95833,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.62857,0,0,1.20537,-0.94,0.44142,0.0,0.0,1.0,1.0,0.0,0.0
587741602030026825 0 1 0.6111111111111112 2.96778,3.61902,-0.12375,0.27623,0.77828,0.07129,0.3626,0.17567,0.79068,0.33841,58.9375,167.4375,73.78881,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.61111,0,0,0.31982,-5.11999,1.18569,0.0,1.0,1.0,0.0,0.0,0.0
587726033843585146 0 1 0.7837837837837838 -0.49344,-1.43805,1.55172,-0.16807,-1.08213,-0.16826,1.14963,1.3138,1.29877,0.36083,56.94339,56.70754,96.82758,180.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.78378,0,0,1.38084,-1.6,0.90882,0.0,1.0,1.0,1.0,0.0,0.0
hst_ESO_77-14 0 1 0.8620689655172413 0.14477,-0.08121,0.05183,0.40326,0.92256,-0.18911,0.52406,0.22706,0.14222,0.1233,86.88849,285.81981,71.97108,288.43683,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.86206,0,0,25.06132,-0.94,0.17171,0.0,0.0,1.0,0.0,0.0,0.0
758874299603222717 0 1 0.8055555555555556 -0.63148,0.63778,0.26845,-1.00831,-0.19458,0.42192,0.81492,1.1651,0.29162,0.27274,97.25,-4.75,194.53416,35.77639,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.80555,0,0,6.79558,-0.7,0.36071,0.0,1.0,1.0,0.0,0.0,0.0
587736941981466667 0 1 0.8 -0.27341,0.18994,0.66879,0.79758,-0.27464,1.32781,0.12895,0.11046,0.3036,0.30121,89.04821,54.76104,158.13327,66.51484,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0.49731,0.0,0.75561,0.0,0.0,1.0,1.0,0.0,0.0
hst_Arp_244 0 1 0.9285714285714286 -0.07728,-0.80372,-0.13938,-0.31746,-0.75224,-0.08412,0.33607,0.44353,0.91692,0.89357,79.55898,35.13127,141.02645,306.89238,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.92857,0,0,20.24723,-0.67999,0.14396,0.0,0.0,0.0,0.0,0.0,0.0
587728676861051075 0 1 0.6111111111111112 0.05958,-0.64055,-0.50731,-0.46485,-0.24499,-0.0168,0.39912,0.45882,0.1076,0.07065,74.74433,84.11546,132.46981,349.8067,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.61111,0,0,8.02227,-0.96,0.26224,0.0,0.0,0.0,0.0,0.0,0.0
587732772130652231 0 1 0.6756756756756757 -0.10526,0.14243,2.49126,-0.49772,-0.64162,0.80926,0.79545,1.03288,0.71355,0.07045,120.29772,55.29307,321.14668,194.11042,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67567,0,0,0.71236,-1.64,1.1516,0.0,1.0,1.0,0.0,0.0,0.0
587741534400217110 0 1 0.9142857142857143 -0.03825,1.80871,-1.20029,-0.13246,0.34128,0.02301,0.13389,0.13374,0.51082,0.43601,44.47154,137.73015,58.84027,212.05778,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91428,0,0,0.43563,-4.19999,0.90081,0.0,1.0,1.0,2.0,0.0,0.0
587731913110650988 0 1 0.75 -1.1109,1.42179,1.83622,-0.21681,0.16226,-0.16723,0.28431,0.24722,0.43073,0.39131,46.71265,312.66855,306.45659,65.7798,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,13.26839,-3.73999,0.15356,0.0,0.0,1.0,0.0,0.0,0.0
587727222471131318 0 1 0.6944444444444444 0.66665,-2.12701,0.6768,-0.15954,-0.50545,0.30749,0.20978,0.14034,0.6169,0.45781,13.42741,93.42741,177.12,355.68,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.34613,-3.03999,1.043,0.0,1.0,0.0,2.0,0.0,0.0
587727178988388373 0 1 0.7222222222222222 -0.40793,-1.92518,0.70003,-0.65592,-0.39167,0.95708,2.10823,1.57388,0.77252,0.55692,95.58478,61.52085,225.54934,217.20973,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,6.30923,-1.38,0.41618,0.0,0.0,1.0,0.0,0.0,0.0
588018055130710322 0 1 0.7428571428571429 -0.10914,-1.06691,1.24206,0.54301,0.05548,0.02745,0.77276,0.44997,0.66672,0.35069,56.99126,291.05617,332.30769,173.26577,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,1.54117,-3.25999,0.74902,0.0,1.0,1.0,2.0,0.0,0.0
587736523764334706 0 1 0.7714285714285715 1.29969,-0.31467,-3.06031,1.44212,0.31346,2.29851,0.57417,0.26991,1.1236,0.68688,110.48197,51.34847,235.81447,138.91215,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77142,0,0,0.03879,0.0,3.35226,0.0,0.0,1.0,0.0,0.0,0.0
hst_Arp_272 0 1 0.7857142857142857 2.69455,-0.04067,0.02039,0.44033,-0.03982,0.20649,0.22587,0.12288,2.52756,1.21528,339.26402,62.125,320.75111,181.11801,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.78571,0,0,56.95151,-3.85999,0.06188,0.0,1.0,0.0,2.0,0.0,0.0
587739721376202860 0 1 0.7894736842105263 0.18431,-1.70765,-1.10986,0.44605,0.5285,0.65793,0.68291,0.42121,1.01635,0.60643,6.39297,24.95647,256.37096,25.03469,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.78947,0,0,0.68957,-11.57999,1.11691,0.0,0.0,1.0,2.0,0.0,0.0
587738569249390718 0 1 0.8918918918918919 -0.82909,2.18149,0.25946,0.76183,1.56248,1.27654,2.48065,2.46008,0.69846,0.84537,144.47499,49.46295,202.35207,46.14773,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.89189,0,0,0.77658,-0.92,1.53238,0.0,0.0,0.0,0.0,0.0,0.0
587729227151704160 0 1 0.7211538461538461 -0.12623,0.35028,3.35743,-0.12979,0.55971,4.02072,0.78258,0.98072,0.30541,0.41196,152.77952,195.62801,147.22542,138.42519,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72115,0,0,45.47487,-0.49999,0.07399,0.0,0.0,0.0,0.0,0.0,0.0
587739707420967061 0 1 0.7142857142857143 -0.4413,-1.22532,-0.61795,-0.37843,0.21504,0.31336,2.269,1.10569,0.65532,0.3324,225.25,66.3125,192.29813,216.8944,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.71428,0,0,19.93724,-1.36,0.21713,0.0,1.0,1.0,1.0,0.0,0.0
587741817851674654 0 1 0.6486486486486487 1.06338,1.04559,-0.26629,0.41908,0.24806,1.22543,0.53245,0.29691,0.82626,0.51709,112.25,34.875,342.1118,169.93788,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.64864,0,0,10.56734,-1.66,0.20496,0.0,1.0,1.0,1.0,0.0,0.0
587739721900163101 0 1 0.8285714285714286 -0.43119,-0.92661,-2.95529,-0.27612,0.25209,0.02785,1.27082,0.7092,0.91066,0.64802,4.72969,58.6091,94.55469,203.72416,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.82857,0,0,2.72021,-5.43999,0.56515,0.0,0.0,0.0,0.0,0.0,0.0
588017978901528612 0 1 0.7961165048543689 0.50703,1.54971,0.15061,-0.14252,0.26477,0.15418,0.46797,0.11446,1.14919,0.27229,11.0625,65.5625,111.80124,290.68322,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.79611,0,0,6.16516,-2.63999,0.25323,0.0,1.0,1.0,1.0,0.0,0.0
587735043609329845 0 1 0.8529411764705882 -0.48646,-1.45004,0.5914,0.31022,-0.11137,0.14916,0.94571,0.39655,0.44246,0.1327,29.11518,63.53808,340.82413,135.58873,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85294,0,0,7.57047,-2.37999,0.28787,0.0,0.0,1.0,0.0,0.0,0.0
587741829658181698 0 1 0.7714285714285715 -1.15174,-0.32733,-0.11334,-0.16012,-0.79323,-0.67275,0.48583,0.74734,0.53112,0.87559,11.625,64.3125,223.60248,259.37888,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77142,0,0,0.6891,-0.44,1.08173,0.0,1.0,0.0,1.0,0.0,0.0
587745402001817662 0 1 0.631578947368421 -0.54962,0.12782,-0.36991,-0.84946,-0.5931,0.28701,0.95397,0.78733,0.53931,0.32651,92.46412,69.94114,331.9529,319.64518,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.63157,0,0,11.02223,-0.36,0.25677,0.0,1.0,1.0,0.0,0.0,0.0
hst_NGC_5331 0 1 0.6666666666666666 0.55851,1.6516,-1.76329,-2.1087,-0.54839,-0.35185,0.20619,0.36548,1.22508,0.98421,113.53027,27.93195,65.93368,53.44646,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,0.04172,0.0,2.49185,0.0,0.0,0.0,0.0,0.0,0.0
588011124116422756 0 1 0.918918918918919 0.96515,0.50909,-1.30434,0.87055,-0.24046,-0.74205,2.40149,1.65599,0.70984,0.72723,132.625,107.25,136.39751,127.45341,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91891,0,0,4.14618,-1.32,0.57404,0.0,1.0,0.0,0.0,0.0,0.0
587739646743412797 0 1 0.8285714285714286 -1.9621,2.22832,0.24443,-0.26092,0.89777,-0.65992,1.18409,1.36952,1.02906,0.56234,89.99772,280.93104,190.66595,237.90845,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.82857,0,0,2.87063,-2.17999,0.57355,0.0,1.0,0.0,0.0,0.0,0.0
