sdss_name,run_number,target_image,simulated_image,parameters,comparison_method,score
587722984435351614,run0001,587722984435351614_i.png,587722984435351614.param0001.png,param0001,Diff_v1,0.886253
587722984435351614,run0001,587722984435351614_i.png,587722984435351614.param0002.png,param0002,Diff_v1,0.886639
587722984435351614,run0003,587722984435351614_i.png,587722984435351614.param0001.png,param0001,Diff_v1,0.882285
587722984435351614,run0003,587722984435351614_i.png,587722984435351614.param0002.png,param0002,Diff_v1,0.882659
587722984435351614,run0002,587722984435351614_i.png,587722984435351614.param0001.png,param0001,Diff_v1,0.883606
587722984435351614,run0002,587722984435351614_i.png,587722984435351614.param0002.png,param0002,Diff_v1,0.884335
