moi_SubhaloIDRaw,snapnum,p_acceleration,p_SubhaloIDRaw,s_SubhaloIDRaw,p_SubhaloMass,s_SubhaloMass,p_SubhaloPos,s_SubhaloPos,p_SubhaloVel,s_SubhaloVel,p_SubhaloSpin,s_SubhaloSpin,p_SubhaloHalfmassRad,s_SubhaloHalfmassRad,xy_projection,p_face_projection,s_face_projection,pa_SubhaloMass,pa_SubhaloCM,pa_SubhaloVel,pa_SubhaloSpin,pa_SubhaloHalfmassRad,sa_SubhaloMass,sa_SubhaloCM,sa_SubhaloVel,sa_SubhaloSpin,sa_SubhaloHalfmassRad,ps_SubhaloMass,ps_SubhaloCM,ps_SubhaloVel,ps_SubhaloSpin,ps_SubhaloHalfmassRad,ss_SubhaloMass,ss_SubhaloCM,ss_SubhaloVel,ss_SubhaloSpin,ss_SubhaloHalfmassRad
67000000297999,67,2.3417720640374826,67000000297999,67000000298000,193.44571,9.636491,[28774.129  12398.464   2676.6926],[28702.16  12469.425  2664.982],[-141.17746  -62.81185  162.27536],[ -18.136648 -258.5215    197.69284 ],[-1322.4419   691.5337  2382.6199],[-121.79914 -185.07166   88.21245],117.5514,10.039918,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/297999/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/297999/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/298000/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,194.46007966464347,[28757.40833824 12409.25189015  2669.06561926],[-140.50740135  -63.84195032  162.40955368],[-383872.24636789  201358.44679856  695882.56448993],116.67686098415038,8.622127323319386,[28702.40577546 12469.64921748  2665.04894131],[ -18.77370698 -258.3136241   198.83297843],[-1840.62606419 -2188.11829251  1318.40306325],8.93978552716763,5.903489544741191,[28772.20522432 12401.35519324  2676.3143968 ],[-151.36864627  -52.20349249  153.26672121],[-1346.62996343  2546.41036428  4929.03439408],5.7427535284796285,1.87416967958589,[28702.32572256 12469.3260706   2665.04004227],[ -18.28800232 -263.57930385  198.86845159],[-456.3414052  -598.35220595  507.70190428],2.733761141177217
67000000297999,66,4.577284062852257,66000000294319,66000000294320,197.25574,9.90656,[28800.53   12407.991   2650.2668],[28708.344  12508.729   2633.4202],[-139.5712  -67.0545  162.8848],[ -53.002605 -220.6487    188.90878 ],[-1361.4292   635.4694  2358.856 ],[-124.9193  -189.58989   87.32704],121.62739,10.5693,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/294319/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/294319/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/294320/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,198.2724434791716,[28781.02659774 12419.81386433  2641.92205811],[-139.12589625  -67.8526721   163.00070863],[-408027.4734596   191893.25091207  713199.42402636],121.2204015232967,8.889850592868438,[28708.28504805 12508.77297166  2633.25153288],[ -53.03350528 -220.41301248  189.29972976],[-2008.13159011 -2366.88679742  1394.81126464],9.444517053216346,5.856462390565596,[28797.88555978 12411.09158881  2650.58627869],[-163.10576832  -76.54715159  163.33309693],[-1730.6048702   2730.18819393  4452.6321782 ],6.242679926543244,1.884879370515847,[28708.41569621 12508.66763355  2633.43460951],[ -52.19052811 -225.03200197  190.95870839],[-459.11296221 -607.19862103  539.82964933],2.7893685960484738
67000000297999,65,4.003956783167687,65000000285776,65000000285777,202.43901,9.019935,[28830.334  12422.052   2623.4456],[28718.8    12542.357   2603.1746],[-135.61267  -67.18726  163.4714 ],[ -80.99593 -186.80023  180.93625],[-1432.5255   555.2477  2341.935 ],[-118.96044 -174.62807   99.87842],124.740486,9.589705,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/285776/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/285776/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/285777/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,202.2867435681394,[28804.56614331 12431.39043334  2615.02755478],[-135.61643804  -67.14719262  163.52740819],[-446538.12659747  174996.82749656  732515.46751465],123.82169859314403,9.172206531662574,[28719.03077093 12542.25698875  2603.22565833],[ -81.81963073 -185.6982705   179.41118035],[-2072.71236556 -2542.01309584  1577.3835217 ],10.160912536294497,5.695260148927673,[28825.98275179 12423.92448729  2624.22079182],[-170.27498358  -64.23885198  160.710718  ],[-1374.75397637  3321.9081514   5042.43984275],6.904247719669479,1.8957067898859064,[28718.85479498 12542.35731098  2603.18262501],[ -78.74448589 -188.91302465  182.7396172 ],[-465.8617757  -600.21558048  583.09100927],2.811402289525968
67000000297999,64,9.761714975056323,64000000279822,64000000279823,206.80983,8.586043,[28862.967  12428.392   2589.7485],[28740.252  12577.498   2565.6367],[-125.85822  -67.15149  163.09651],[-122.020676 -132.13695   164.65144 ],[-1554.8259   519.2071  2391.3132],[-128.09152 -179.44667  104.04507],126.53981,8.974118,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/279822/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/279822/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/279823/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,205.7677866908078,[28833.35718734 12445.74256331  2579.69142001],[-125.85776343  -66.92271299  163.06780958],[-506273.65573841  169244.85247864  774583.50417484],123.48151526748806,9.628093391297895,[28740.93684467 12577.00967441  2565.99922732],[-122.44585353 -129.99283297  165.09660479],[-2458.64758456 -3007.12116933  1651.08784252],10.998319900039965,5.482142359353276,[28858.49698205 12432.40100043  2590.57166111],[-110.84683495  -27.39481713  137.57112408],[-628.31913941 3887.70428714 6032.82983547],7.367740552682849,1.912480301974398,[28740.4491732  12577.44303901  2565.59719257],[-122.55322052 -133.07992517  163.96735105],[-470.05198887 -612.74943107  622.42565227],2.9464687126737847
67000000297999,63,6.155532474161835,63000000271670,63000000271671,208.5529,9.075511,[28877.51   12427.627   2570.6377],[28762.861 12595.539  2539.796],[-120.70971  -69.79221  165.1965 ],[-154.97466  -88.38376  153.45293],[-1581.8896    451.99078  2377.355  ],[-112.785446 -171.86456   110.36647 ],124.44389,9.459206,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/271670/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/271670/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/271671/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,207.88182362689383,[28852.89101329 12456.83977049  2553.68904331],[-120.56288458  -69.85230443  165.17903362],[-526781.62407809  150802.29454873  788774.768992  ],120.89696316105407,9.746584528554092,[28762.63183941 12595.59416494  2539.66505042],[-155.74707769  -85.82208765  154.6341642 ],[-2804.50963338 -3334.37874361  1937.92219725],10.798893975630966,4.970723049258581,[28873.78939126 12436.22091653  2568.36044184],[-99.18088179  -5.8570047  134.86029136],[-293.75447315 3693.99394732 7050.51878395],10.47506804618908,1.8987033634100496,[28762.94963747 12595.52610454  2539.77407917],[-155.34153217  -88.98127705  153.06284244],[-454.82332504 -596.47287959  677.78216856],2.943196480665508
67000000325904,67,2.91426519397564,67000000325904,67000000325907,97.239296,5.4230986,[10041.8545 18980.477  10802.352 ],[ 9967.037 19008.506 10845.01 ],[-164.4807   146.93916   75.35248],[-138.70477   160.51506   -16.201221],[-1706.8601 -2085.4675 -2544.5693],[ -88.86999  -160.5477     46.165203],116.2703,9.211454,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/325904/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/325904/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/325907/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,96.54179764175277,[ 9985.86278262 18986.55639838 10828.99701193],[-164.74682298  146.85805535   76.10441545],[-247678.68867004 -303151.13237626 -371172.45713062],119.43874964977816,6.120596517142328,[ 9967.55865525 19009.2813534  10844.16800571],[-137.44439737  160.24727961  -17.62839908],[ -811.36726702 -1800.64244911   387.33420256],10.901311470833216,2.1043697517396254,[10040.68549674 18980.84377734 10802.87126317],[-204.34253233  149.22758365  118.27898533],[-371.78983891 -476.09322801 -621.81234818],2.1259034471355696,0.7147462043261328,[ 9967.10827337 19008.47040871 10844.90970346],[-134.08787724  156.72953409  -14.56002363],[-46.41873421 -34.58945041  76.40042012],1.5816972775179268
67000000325904,66,4.973814603116049,66000000325813,66000000325815,90.44345,6.8188586,[10074.478 18956.436 10783.284],[ 9990.809 18982.695 10848.006],[-165.30031  145.58191   80.06681],[-161.8065   170.16402  -20.45956],[-1715.4796 -2009.1787 -2382.5857],[ -85.50789 -192.47713   41.66741],115.48087,11.936745,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/325813/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/325813/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/325815/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,90.98188405228927,[10019.96876201 18962.20736527 10813.85075687],[-165.17546015  145.71926775   79.51943768],[-237701.00037478 -277956.18383566 -328958.57122485],115.08116979723503,6.28042557211751,[ 9991.85702809 18982.87443668 10847.17824551],[-163.31567027  170.28155039  -21.14832953],[ -808.05164712 -2004.42285669   315.63889697],11.384976638994184,2.086623086055255,[10073.34909189 18956.84144501 10784.01042258],[-195.1036372   145.2708334   115.93182592],[-349.08669894 -415.9978954  -617.37748426],2.0428401750531044,0.7002117032310196,[ 9990.87916035 18982.65223163 10847.71498124],[-161.06878106  165.35444871  -20.78785499],[-40.51332435 -24.40426753  82.4418906 ],1.586404697990598
67000000325904,65,4.742376827723479,65000000321520,65000000321522,86.26828,6.829003,[10104.738 18934.646 10765.044],[10018.572 18954.35  10850.665],[-162.49664  141.97736   81.34618],[-180.00343   186.03978    -9.635999],[-1782.3291 -1972.0604 -2314.669 ],[ -78.52609  -187.12746    45.266415],114.79094,11.981273,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/321520/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/321520/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/321522/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,86.84546403896007,[10053.75197431 18938.80428287 10798.43732903],[-162.52151456  142.35510398   80.76915793],[-240182.30070949 -264967.97756001 -309853.72474205],112.41868739582318,6.2518202160574,[10019.91294943 18954.17883652 10849.68045029],[-181.27427965  184.8602403   -10.02010967],[ -718.20147968 -2004.39854653   385.96621559],11.47359614999265,2.067088731994573,[10103.97447084 18934.72642125 10765.73252593],[-179.24581002  131.95992136  106.67350199],[-265.72107467 -416.89865617 -557.70527634],1.801411059284595,0.6822234531336449,[10018.8060325  18954.34909624 10850.44442081],[-182.01880644  180.93283993  -15.1090159 ],[-32.88579602 -16.92543312  88.28578245],1.5841914852145935
67000000325904,64,4.550330793723387,64000000317813,64000000317815,81.19986,6.6761484,[10142.607 18907.201 10742.418],[10059.953 18914.127 10851.31 ],[-160.05148  138.1423    81.20807],[-198.24846   192.52162    10.761873],[-1844.2635 -1853.4872 -2196.5684],[ -56.85468  -197.17369    54.050537],110.90047,12.354652,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/317813/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/317813/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/317815/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,81.4761374235274,[10102.02927781 18907.77173014 10775.89056359],[-160.17019145  138.5073857    81.01767141],[-238207.93737738 -238339.62060778 -282248.09677461],106.3402635539299,6.399867140723824,[10061.16458836 18913.79877751 10849.91504507],[-198.38611817  190.22134192   10.14465242],[ -526.97947335 -2149.52090292   571.35150695],12.33672967663033,2.034032197138856,[10142.06161555 18907.10831722 10743.26177755],[-168.93501995  119.49600843  100.87061868],[-196.89715859 -378.06785637 -517.86923333],1.8533934077499965,0.6527228073101128,[10060.32205953 18914.14781152 10850.89772129],[-197.43578123  187.90791297    5.83630992],[-13.08323105  -1.29644018  98.8761677 ],1.6587590278587483
67000000325904,63,6.111881776400522,63000000312311,63000000312314,79.50992,6.6606355,[10168.624 18888.799 10726.827],[10093.509 18883.12  10847.686],[-155.8034   136.97423   76.97197],[-206.42119   196.50148    30.318445],[-1795.767  -1723.8414 -2101.7231],[ -34.87777 -184.88132   72.82394],108.892914,12.5066,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/312311/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/312311/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/312314/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,80.01123682036209,[10130.13953824 18884.72763254 10763.10579047],[-156.11836325  137.57066167   76.70320138],[-231923.44165301 -221662.17295147 -268789.44212432],104.37529822203804,6.159313455997291,[10094.10640056 18882.7089392  10847.0126737 ],[-206.44967802  193.59879408   30.01262323],[ -351.54123487 -2024.0436193    687.80027683],12.015996900338951,1.994964856959598,[10167.87861668 18888.38146663 10727.86219269],[-149.69243791  114.67196034   87.26853124],[-154.27408438 -391.71730297 -488.69671967],2.12685160275696,0.6210670895622741,[10093.58244465 18883.18126686 10847.63043953],[-202.24069449  191.69015974   31.89298827],[ 1.13700536 16.19051177 99.90006638],1.569721800498766
67000000329197,67,6.7034677214976375,67000000329197,67000000329198,118.20569,5.7708144,[24731.941 25415.32  10262.256],[24746.059 25407.666 10291.432],[  67.337654  -78.03812  -103.91877 ],[-10.243316  11.001337 -33.38861 ],[-2882.4998 -2577.2964  -171.519 ],[ -11.535806 -217.55034   143.8282  ],97.31364,4.7912574,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/329197/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/329197/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/329198/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,115.1505357812822,[24735.25642329 25406.87508689 10274.4883954 ],[  69.41975025  -80.32111432 -105.80733055],[-506044.99187144 -448496.69667203  -34192.64594139],98.80792417211572,8.825970939718616,[24746.50269641 25407.69154226 10291.69941648],[-10.55287279   9.96561099 -33.16338946],[-1672.35500651 -4436.24686892  1634.48617795],7.134594012930764,2.6819497625389204,[24731.88302976 25415.25804097 10263.32797887],[ 142.68867634 -121.55429533 -132.6518776 ],[-1358.92842277 -1515.5308502   -233.39013617],1.7451469146474916,2.0146536061324127,[24746.04839501 25407.88300854 10291.74232137],[-12.3991749    9.02031802 -36.59413445],[  -13.32840514 -1282.73982174   772.42482523],4.359173833527072
67000000329197,66,6.858468157093484,66000000328122,66000000328123,118.908936,5.0944567,[24712.781 25433.21  10292.129],[24741.113 25410.502 10288.15 ],[  62.08621  -74.00957 -105.71646],[ 89.45515  -57.290558  54.31909 ],[-2854.983   -2587.5264   -317.86615],[ -20.90054 -218.18675  189.72778],98.22623,4.5217657,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/328122/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/328122/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/328123/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,114.60451236610156,[24726.8640798  25418.72108699 10290.39517983],[  60.87857864  -74.63703121 -111.73333317],[-510733.99419486 -456668.33281613  -60559.77646975],101.58339638746746,9.398879592685326,[24740.89557321 25410.49896323 10287.79779372],[ 91.64607043 -57.29649417  54.39357628],[-1503.30033407 -3846.11463844  2237.77464501],7.581086575078322,2.647185095554107,[24713.20642477 25432.65895107 10292.42019638],[  78.61608112  -80.08302161 -205.69526038],[-1077.00022003 -1228.85465005  -380.36405376],1.5301921563358796,1.981282630299063,[24740.91120471 25410.53098685 10288.1888732 ],[ 87.2339336  -55.40153774  56.59675452],[  -49.63230313 -1185.07206731   962.96267265],4.595917170628912
67000000329197,65,10.165861442263845,65000000325382,65000000325383,114.66699,7.245916,[24706.186 25440.697 10325.314],[24718.123 25426.463 10282.538],[  54.40705   -68.22963  -102.404724],[ 172.10568   -129.59572     -4.3712044],[-2871.7412  -2627.1057   -343.10944],[ -26.268421 -193.27563   197.73428 ],100.70999,6.3596287,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/325382/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/325382/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/325383/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,111.82880132600992,[24719.6785223  25429.01526538 10306.72060303],[  51.42633105  -66.75816343 -104.74921788],[-503697.49248446 -456284.67302389  -62345.94633079],102.54870178596092,10.084104027849987,[24718.21372741 25426.55738539 10282.33452673],[ 172.03422926 -128.64210857   -5.96336299],[-1061.21591234 -3685.54190186  2727.07400185],8.602415842239033,2.625218930900246,[24706.37506829 25440.35607699 10324.90984988],[  10.33300909  -21.09803903 -171.85020111],[ -854.63806007 -1099.31551235  -389.69445819],1.3755952730082666,1.9463426083756303,[24718.17272802 25426.35466648 10282.4188441 ],[ 173.25897732 -133.03939237   -5.60712752],[  -25.23550901 -1141.80768423  1075.23020125],4.814357035465183
67000000329197,64,14.719662786603951,64000000318974,64000000318975,111.52167,9.058592,[24705.898 25442.383 10353.593],[24679.434 25456.514 10297.065],[ 48.797546 -65.248535 -89.12636 ],[ 168.64998 -135.38971 -122.49282],[-2708.3894 -2569.1162  -577.4908],[ -36.818665 -185.99768   197.5175  ],103.38963,7.9852037,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/318974/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/318974/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/318975/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,109.71606413975232,[24712.05301555 25440.05888413 10327.69210926],[ 46.81344006 -64.10674904 -88.63026286],[-470774.09631528 -441694.54811152 -102215.08742357],104.07763570379628,10.864197525534562,[24679.77991402 25456.2359088  10296.89789499],[ 168.76799857 -135.26313304 -121.95739635],[ -928.79584013 -3855.33891254  2991.73647521],9.75907470110513,2.613568587869537,[24705.56021729 25442.41832513 10353.0478873 ],[  4.33360322  -2.16125182 -93.9068422 ],[ -677.82229927 -1032.4739009   -469.86031147],1.4031238920182678,1.921719520705892,[24679.6866211  25456.30865612 10296.96506399],[ 168.01575456 -136.96044641 -122.94468861],[  -77.98683935 -1071.08689113  1145.99390325],4.801713223198613
67000000329197,63,9.937275091689836,63000000314747,63000000314748,108.599335,10.278579,[24704.557 25442.625 10365.386],[24655.123 25476.424 10321.821],[ 48.89199 -66.62431 -79.28523],[ 132.55226  -111.431145 -178.59833 ],[-2513.889   -2480.4429   -812.48706],[ -41.963547 -184.94478   203.03755 ],104.1942,9.220502,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/314747/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/314747/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/314748/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,108.02636071177848,[24706.02677249 25447.5233298  10342.02262995],[ 48.38428229 -66.3462447  -78.8250504 ],[-433861.40678132 -425874.58940356 -140919.57219112],103.32453291848398,10.851552444541497,[24655.05060824 25476.45902366 10321.73919107],[ 133.18912098 -111.83341415 -177.93559198],[ -967.87348873 -3777.55134403  3296.51653099],10.007006770366448,2.6082874674168863,[24704.08162644 25442.84170858 10364.91633863],[ 15.23082104  -5.84926286 -52.44341676],[ -594.82916721 -1044.02230198  -516.02669828],1.4442016135242872,1.9043706677604744,[24655.27289499 25476.35817709 10321.80206245],[ 133.04032994 -109.0441079  -178.36445445],[ -63.74432595 -983.86424334 1218.45664393],4.832051501078706
67000000350284,67,14.88273452617472,67000000350284,67000000350291,28.021235,0.7304487,[12290.1045 21219.482  21532.25  ],[12310.025 21241.025 21530.24 ],[-95.3405  188.69861  73.1825 ],[-90.15682 236.10074  79.64455],[ 251.5432  367.173  1390.6599],[-47.819103  24.844055 -15.800313],52.53116,2.7380683,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/350284/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/350284/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/350291/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,25.539857990356264,[12308.68781187 21232.98801762 21510.64547093],[-98.54953257 182.00243798  73.58388963],[14666.16121712 13485.66326495 55888.57905575],61.41708282461345,3.211824476033613,[12312.27003276 21233.67045458 21530.69251529],[-68.64396929 252.72575035  71.46040165],[-637.47694479  334.48873224 2005.97349292],14.17337195936058,0.4647032233502273,[12290.48255777 21219.92919512 21532.22815344],[-78.152553   151.19381177  81.81288756],[-23.16093033 -76.6613723  124.45920282],2.2006757410791145,0.1773160859074209,[12310.29061842 21240.99100036 21529.59914475],[-88.35499482 238.95322313  77.44814643],[-35.12067449  14.62397799 -11.15045938],3.2649262211076766
