moi_SubhaloIDRaw,snapnum,p_acceleration,p_SubhaloIDRaw,s_SubhaloIDRaw,p_SubhaloMass,s_SubhaloMass,p_SubhaloPos,s_SubhaloPos,p_SubhaloVel,s_SubhaloVel,p_SubhaloSpin,s_SubhaloSpin,p_SubhaloHalfmassRad,s_SubhaloHalfmassRad,xy_projection,p_face_projection,s_face_projection,pa_SubhaloMass,pa_SubhaloCM,pa_SubhaloVel,pa_SubhaloSpin,pa_SubhaloHalfmassRad,sa_SubhaloMass,sa_SubhaloCM,sa_SubhaloVel,sa_SubhaloSpin,sa_SubhaloHalfmassRad,ps_SubhaloMass,ps_SubhaloCM,ps_SubhaloVel,ps_SubhaloSpin,ps_SubhaloHalfmassRad,ss_SubhaloMass,ss_SubhaloCM,ss_SubhaloVel,ss_SubhaloSpin,ss_SubhaloHalfmassRad
67000000350284,66,16.478933408673367,66000000347835,66000000347841,19.838306,0.6708445,[12306.229 21198.904 21517.396],[12320.046 21196.463 21517.74 ],[-90.04254 178.54933  85.03489],[ -5.2337856 308.0247     71.179695 ],[-123.26173    11.656785 1162.5     ],[-55.66436   35.653248 -14.006958],32.435062,2.14677,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/347835/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/347835/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/347841/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,16.77022049388334,[12312.23556248 21204.62188384 21517.55058742],[-108.37872064  164.16353516   85.73050606],[-2633.10002017  -741.18841413 27689.54470321],36.76194525445982,3.738931181724392,[12318.89095698 21190.07174885 21519.45716498],[  7.41717798 266.30461004  79.42894012],[-779.85945431  384.73094682 1114.21026035],13.071213458342395,0.4491859273404088,[12306.09025778 21199.14625122 21517.64879789],[-131.58568287  107.93864316   98.96423296],[-13.9483116 -88.6553293  99.6920895],2.149703193596211,0.167058255820848,[12320.14781048 21196.23790282 21518.03699345],[ -3.24851315 302.01354137  64.21562864],[-36.49661412  20.98254206 -12.15212464],2.8635928527433765
67000000350284,65,11.261810539179198,65000000344146,65000000344152,19.08739,0.8995035,[12332.605 21176.297 21503.004],[12313.352 21156.367 21504.246],[-94.9456  184.48732  93.25247],[ 45.514946 187.99376   99.27019 ],[-168.5354    -18.350605 1180.7476  ],[-74.63476   47.167805 -42.012512],37.71323,3.8204994,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/344146/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/344146/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/344152/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,15.57384886228631,[12333.48890434 21176.386025   21505.09388879],[-123.19354147  185.45115305   90.50887656],[-2947.66905896 -1449.70685238 23831.58680492],38.88718194118137,4.413045440964292,[12312.81731923 21153.72124401 21504.29463732],[ 33.37255262 181.80064799 104.16132125],[-1135.54487977   415.10315376   351.43682726],16.3136485341011,0.4294879817815626,[12332.4632705  21176.30142036 21503.07257926],[-167.84221519  179.87271956   87.39582522],[  2.57582046 -82.35372516  76.86237652],2.0998002277010985,0.1561628758473716,[12313.05325046 21156.03628888 21504.44612333],[ 45.49839123 190.78279063 105.18299535],[-33.3702298   21.5716047  -22.46353031],3.899228022845676
67000000350284,64,16.794227154789432,64000000354837,64000000354841,18.062899,2.2277386,[12364.99  21133.672 21483.275],[12308.218 21120.705 21480.148],[-103.84484  195.15164  102.69291],[  5.565114 147.30975  113.74365 ],[-121.26703   -19.305325 1164.3241  ],[-99.82144   60.18287  -61.472557],48.533813,7.8707757,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/354837/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/354837/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/354841/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,15.49799034768464,[12364.18943919 21134.23375058 21484.95364201],[-121.01046487  203.78570713  100.58925311],[-1324.23292644 -1566.3730525  22251.5875277 ],43.71713173852288,4.792647615833037,[12308.85796596 21119.76048979 21480.4023789 ],[  2.52005749 144.99356403 114.63214814],[-1350.23784046   723.44180125  -661.37587886],18.05273085755552,0.4155685730689242,[12364.91497299 21133.65049121 21483.32581624],[-135.73931022  206.81273216   95.5885958 ],[  2.9844604  -79.73440031  65.19831845],2.0343588883152,0.1478425123687543,[12308.20707961 21120.62812312 21479.96274034],[  5.70399186 149.80777029 117.31769376],[-31.64202771  21.72368373 -20.75983074],3.808483478165508
67000000350284,63,11.953464660481815,63000000351013,63000000351017,16.009724,2.969908,[12385.975 21099.191 21466.814],[12309.191 21097.715 21459.887],[-108.13142   205.1669    107.612785],[-11.727299 138.30621  119.475685],[-113.04171   -77.419235 1017.3432  ],[-121.036865   80.154686  -73.0358  ],45.629856,10.548455,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/351013/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/351013/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/351017/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,14.23340188841536,[12388.61601482 21099.70091358 21470.6620879 ],[-119.61761161  213.18796047  105.87146652],[-1120.92237515 -2706.1391586  17596.82377114],40.26036316811391,4.746230459395838,[12310.47612605 21096.70577156 21461.62798775],[-13.36167888 139.27523291 120.2578939 ],[-1319.36133915   564.062782   -1141.51366659],17.44682566253479,0.4070639830025584,[12385.80351691 21099.13829856 21466.78059079],[-118.82854797  215.00433017  105.95783256],[  2.91841323 -77.60060481  59.27129805],2.0279993319486374,0.1430750334981212,[12308.77785739 21097.27762149 21460.20345456],[-14.19091188 140.48184528 123.67587178],[-30.3046572   21.30280469 -20.79884523],3.994289957532452
67000000385766,67,2.6116609748306265,67000000385766,67000000385768,73.74717,1.8820049,[12158.357 21851.684 17609.395],[12195.609 21832.418 17619.496],[-145.4635   158.23878  123.78179],[-219.64955  172.6327   101.7305 ],[1179.936   -228.28946 -261.89282],[ 56.38228 -37.46999  46.55459],93.54198,3.8624663,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/385766/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/385766/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/385768/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,73.53262785276554,[12175.13643192 21836.14367904 17598.60479217],[-147.12179501  158.93624662  123.66241964],[130619.99478006 -26728.55693359 -29157.50425205],93.46524284680623,2.09654412011188,[12164.92143758 21848.3388898  17611.69286528],[-153.89607281  146.69738163  108.17370008],[   3.65523202 -162.4501261  -163.29800569],9.223251308252053,1.024403373428214,[12180.10207399 21840.49094192 17615.03256522],[-190.32501292  161.05857359  105.86818657],[  93.38038647 -156.43095704 -188.17183306],20.511449129449893,0.496258019729396,[12165.38518457 21848.10927609 17611.30222368],[-152.72509636  146.76608255  108.76271214],[-10.2104133  -31.35830835 -69.20521783],8.539120066981
67000000385766,66,3.112543314337494,66000000386134,66000000386136,70.60183,1.998521,[12183.033 21828.238 17592.203],[12228.949 21806.354 17601.455],[-143.00485  156.3308   123.73131],[-186.89294  147.23358  117.48264],[1144.5703  -269.73676 -229.47533],[ 61.660984 -30.731604  50.48015 ],90.457085,4.034587,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/386134/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/386134/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/386136/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,62.182338150156376,[12202.19883517 21807.0915902  17576.05584591],[-136.02636084  156.41930848  126.38873179],[128616.38524633 -20033.01550508 -36067.14192228],96.27857416614074,10.41800971176698,[12174.99844954 21830.41850519 17592.33945213],[-193.0768647   154.05738539  106.67114785],[-1000.98088209  2330.6767773  -1814.04259795],30.666879597537022,0.7771108185622779,[12221.66155897 21810.09117716 17599.02104034],[-184.11142154  149.7068262   112.81875087],[191.35649885 -78.661932    -7.46020593],9.831493358029698,0.7128393210584818,[12184.73937396 21826.74120678 17593.62257722],[-167.66623634  155.10147076  104.17534055],[ -48.67459207   30.21893112 -182.54633794],5.816123457720111
67000000385766,65,59.21289561110173,65000000382118,65000000382120,67.08044,2.0384579,[12256.909 21783.62  17581.86 ],[12211.58  21802.283 17575.428],[-140.06802  152.62283  124.10884],[-195.82672  170.39459  100.96671],[1132.3508  -305.4087  -216.66376],[ -9.398299  22.855742 -43.15094 ],82.29309,3.415854,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/382118/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/382118/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/382120/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,56.26012067147281,[12226.29591801 21781.07145181 17554.93117668],[-121.20577688  148.6853624   127.34512038],[126780.75670581 -12015.66997072 -40629.30475199],94.49175980288057,12.858774506005611,[12207.92159013 21805.65726016 17573.85525088],[-231.43397291  172.66747497  106.28074299],[ -561.16358657  3863.61805889 -4265.89895684],26.2600106583156,0.7254957721389133,[12253.26559879 21785.01022464 17580.44695558],[-159.05809114  139.2743175   122.99597112],[207.89963266 -22.99556598  41.17019874],5.738357514762917,0.7119129921062495,[12211.72059886 21801.64888104 17576.30034709],[-198.83661166  169.26106646  104.29109058],[ -34.31624766  110.97981263 -170.49807429],4.723454584944924
67000000385766,64,65.09659179570066,64000000376050,64000000376054,67.123344,0.53320026,[12260.187 21763.93  17552.986],[12282.394 21756.78  17554.512],[-138.6543   151.72891  125.876  ],[-56.405167 121.1299   126.28312 ],[1106.9854  -395.81934 -134.32089],[2.7673689e+01 1.0860088e-02 6.9088111e+00],76.591324,1.3328137,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/376050/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/376050/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/376054/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,53.82579615969707,[12249.07687315 21748.62180517 17526.14459524],[-97.9072452  137.55614289 132.99754076],[142759.43660721   2511.95744979 -58208.41183866],98.32965687122416,13.830747815957867,[12264.76945713 21765.09931517 17551.30280178],[-294.06075748  205.70611348   98.17643714],[  -76.35511927  4911.33974196 -4030.27648643],22.992981978380968,0.6647617196455826,[12280.09250618 21756.40699893 17554.47488855],[-63.76678177 115.7649405  121.98051533],[227.2247992  119.76299154 120.73740288],5.158910715016288,0.6892470437732641,[12261.83782649 21764.02266208 17552.49149938],[-281.08443477  179.19713159  121.00132104],[   1.61503098  215.86123238 -134.66846508],5.023385918599342
67000000385766,63,10.200552288408934,63000000373821,63000000373823,60.154457,3.131121,[12315.814 21729.883 17536.834],[12279.319 21746.828 17529.783],[-145.13765  158.85321  122.52014],[ -9.345936  44.87629  167.80768 ],[1065.7484   -587.6406     27.484781],[198.05893   13.55753   23.280754],87.07601,6.617885,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/373821/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/373821/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/373823/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,48.36658968092448,[12262.98848618 21727.09119919 17503.05856523],[-93.84991519 133.03036159 133.22322547],[145372.77925427  -4583.92568704 -57441.93984138],101.05384012728018,14.918987361822111,[12313.60052014 21729.57862509 17536.05125718],[-282.91055818  218.64866564   97.32600336],[  663.00434946  5957.13834725 -3922.66282611],31.13270384785673,0.6070625453258458,[12280.66408068 21745.84904792 17529.71350903],[-23.49475599  47.01789714 166.44817012],[243.27481942  95.48270114  25.58485949],3.9238898394392674,0.6929158057663471,[12314.31474166 21730.37566062 17536.52510117],[-289.73836201  216.5790102    94.38853371],[  28.80853425  260.27139999 -104.33601549],5.308931909842156
67000000386589,67,6.568337391806939,67000000386589,67000000386590,78.79768,5.8428583,[12505.67  25548.865 23321.646],[12440.456 25502.234 23320.861],[-209.2816    51.72763  -54.06015],[-165.89706  101.25004 -165.58566],[ 1648.8254 -2739.3647 -1239.8867],[  17.77201    24.050497 -115.056595],78.76158,8.158564,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/386589/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/386589/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/386590/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,78.8721650617819,[12481.37429964 25536.79483336 23323.11260955],[-209.14315581   51.87396167  -54.12022891],[ 195441.23105888 -324611.86996839 -146900.73800682],75.56983857098842,5.768376231420938,[12440.46598302 25502.28759032 23321.33588531],[-167.22988177   99.8886661  -166.20420863],[  162.59606334   147.47019276 -1069.32843492],8.33716477043953,3.2765219881748635,[12503.06692388 25546.58570911 23321.87517566],[-222.53600133   32.21681028  -30.68405628],[ 3425.00695069 -4784.94601305 -3020.41254166],10.025259760669687,0.8809354505639249,[12440.47210176 25502.2694615  23321.00648877],[-170.39484856   98.20979349 -164.75108544],[  -8.10732021  187.131063   -351.78419649],3.4757756751339666
67000000386589,66,6.919617738486964,66000000384668,66000000384669,78.35141,6.4584227,[12540.884 25543.742 23326.08 ],[12470.502 25488.451 23348.164],[-203.26955    54.779858  -52.504444],[-197.5964    73.49901 -167.18372],[ 1652.3542 -2751.3225 -1175.0391],[  13.072857   39.59224  -122.579094],80.609634,9.323343,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/384668/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/384668/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/384669/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,78.6460379305542,[12515.18695237 25528.23912042 23333.45844004],[-203.21388328   54.82628416  -53.0254918 ],[ 198896.64642194 -329992.80950708 -140349.31356587],78.3874374581124,6.163798321887557,[12470.24648599 25488.43275337 23348.84641037],[-198.03552144   73.80138074 -166.01707317],[  475.8866929    -75.4246724  -1199.06152453],9.185559375743942,3.2447308937339585,[12537.67356789 25540.95503891 23326.83341256],[-204.06690453   37.95615829  -29.53744242],[ 3627.41113981 -4985.72708176 -2984.82694788],10.3191950301852,0.8664686760741631,[12470.55463921 25488.4861704  23348.23192618],[-198.82374062   71.33983973 -168.83042361],[ -23.69311605  176.86143058 -372.75907507],3.634182553521523
67000000386589,65,8.306468408581845,65000000379781,65000000379782,76.99986,6.9518843,[12572.087 25536.393 23330.137],[12505.104 25478.436 23374.744],[-196.26266    59.240765  -52.467907],[-224.91202   47.05305 -157.8264 ],[ 1624.7756 -2716.3494 -1132.1519],[  13.80689   41.74243 -127.30109],78.70246,10.223998,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/379781/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/379781/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/65/subhalos/379782/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,77.25011820204082,[12548.69873371 25519.69885949 23341.93704529],[-196.35664579   58.96367772  -53.06057235],[ 195072.60823074 -324517.22961128 -134106.53948355],77.69331278795961,6.701629085208199,[12504.54611871 25478.28143208 23375.56809276],[-224.89854998   49.79194806 -154.92907689],[ 1220.94327275  -582.75808025 -1460.76645625],10.221634308787385,3.209100575295565,[12569.37118027 25534.09705043 23331.68646133],[-187.07179729   47.23844711  -31.57118875],[ 3903.10597557 -5125.53141533 -2900.9273526 ],10.51250392342242,0.8520689733671531,[12504.89682176 25478.43329832 23374.76260913],[-223.01248847   52.61105817 -156.80787195],[ -40.67195044  169.25251755 -389.93925927],3.949472493344407
67000000386589,64,12.922491719359003,64000000374695,64000000374696,74.259,7.288626,[12609.943 25524.045 23336.535],[12557.356 25471.068 23406.195],[-186.10597   66.70179  -55.32544],[-259.8717     11.859335 -131.79808 ],[ 1518.6588 -2563.0605 -1098.2329],[  15.293646   16.468384 -132.35933 ],72.94198,10.541255,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/374695/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/374695/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/64/subhalos/374696/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,74.35683758733057,[12591.43372102 25507.64469839 23352.24743864],[-186.62611659   66.31981479  -55.35571098],[ 178431.11124045 -301584.50176879 -128485.1920923 ],72.73639918078973,7.190794032814313,[12556.6129823  25470.89846018 23406.39412106],[-255.4968004    15.0630639  -132.52547397],[  950.06295943  -353.4160431  -1856.33956873],10.807134778851488,3.1561849811578213,[12607.26248007 25522.13891187 23338.65934416],[-162.1314865    68.30270078  -35.98682424],[ 3979.37335424 -5375.73525139 -3164.83705951],10.7583055824312,0.8251648972834289,[12557.00204091 25470.9477164  23406.08269126],[-257.21998255   14.51872102 -129.35112719],[ -59.50485442  156.63554268 -408.55292786],4.227974809956827
67000000386589,63,6.434183148969698,63000000371738,63000000371739,75.61413,4.9254923,[12634.515 25511.05  23343.791],[12600.3   25470.104 23424.975],[-184.23508    68.05676   -61.330647],[-280.31778   -10.918181 -101.187126],[ 1553.1354 -2611.8054 -1061.2214],[ -12.088266   12.240026 -152.70256 ],71.14058,7.1114664,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/371738/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/371738/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/63/subhalos/371739/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,73.70542477482819,[12621.23793011 25496.28803906 23361.68951153],[-181.84772636   70.23380982  -60.24411917],[ 173289.79481899 -300634.45217606 -126679.35436585],68.26407116039219,6.834192612994024,[12599.66871025 25470.23769562 23426.75140163],[-279.2301907   -12.34051497 -101.77373054],[ 1188.65958142  -921.49720394 -1868.60279522],10.307697012511587,3.1195991513447154,[12632.69269588 25509.85854277 23345.81007838],[-151.09799033   81.22582632  -49.79945278],[ 3630.2807267  -5396.87879096 -3404.17529089],10.657231224337869,0.8018741091815116,[12600.08402461 25470.14417832 23424.97082598],[-273.67362953   -8.33851036  -97.99340509],[ -75.79889789  146.25948018 -411.09291142],4.4312889004433735
67000000482532,67,2.656384783565779,67000000482532,67000000482534,26.241606,0.2784236,[18814.79    4445.0063  5355.8984],[18825.488  4439.622  5366.771],[237.7533    53.948387 -83.66973 ],[266.26456   12.181386 -75.25366 ],[ 733.1948   740.84924 -327.80655],[ -0.40601295 -11.937771     5.6154537 ],49.89746,1.3447278,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/482532/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/482532/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/482534/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,25.378858988592803,[18819.195034    4443.57119359  5347.10109992],[236.05396816  55.65366438 -84.04403033],[ 27955.05496021  28246.32992266 -12775.18662919],52.41965030845359,1.1411701470913371,[18824.79190263  4440.49281836  5367.62148655],[282.50153052   5.83378959 -73.29216689],[ 83.4518443  126.02527853 -27.86239284],5.5497182886397765,0.4521351295775844,[18815.85881113  4443.23385485  5354.42731125],[230.16706065  71.97781699 -90.27923026],[267.93302416 111.38357432  -9.2094191 ],6.634704530315672,0.1468395953372123,[18825.15902554  4439.9957301   5367.21574832],[277.29046255   8.0232934  -80.1560751 ],[ 2.08936007 10.49984017  4.54996274],3.348769542977168
67000000482532,66,3.064182187805136,66000000478513,66000000478515,26.255657,0.35933605,[18782.29   4432.918  5375.976],[18774.203   4436.434   5365.0576],[235.94322   52.007343 -85.20113 ],[280.23038   79.90432   58.631466],[ 742.56903  735.6279  -329.6599 ],[ 5.8994985 29.981665  24.133549 ],53.013588,1.9937701,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/478513/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/478513/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/66/subhalos/478515/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,25.345542100034773,[18781.1685538   4434.41921271  5361.91219264],[234.30554658  51.03336248 -90.34787009],[ 29506.0273793   28233.32428386 -12992.05236784],55.141994495906175,1.269451223451778,[18773.83896294  4436.41801469  5364.88493686],[281.17689395  79.35023049  58.27107519],[ 31.90837735 133.1980032   77.15494355],5.5206495873087365,0.4285991241602005,[18781.9820639   4433.04316706  5375.32917968],[ 221.49986189   35.07738197 -148.42919901],[245.74452228  50.5900691  -29.71252482],5.397257103092475,0.1460381886784034,[18774.04526807  4436.49830579  5365.01566844],[282.15494388  79.65349106  62.39311319],[-0.92786533 14.66204567 17.93927268],3.055878799011476
