w4vhvy33qz7rqa7jgq_0044,0.7714285714285715,27,35	1.29969,-0.31467,-3.06031,1.44212,0.31346,2.29851,0.57417,0.26991,1.1236,0.68688,110.48197,51.34847,235.81447,138.91215,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77142,0,0,0.03879,0.0,3.35226,0.0,0.0,1.0,0.0,0.0,0.0
8qtmxk0q1hgchmrkw2j_0031,0.7428571428571429,26,35	1.29969,-0.31467,3.30684,1.41537,-0.5888,-1.58661,0.4874,0.42877,1.27609,0.87039,120.26444,53.12427,239.42865,52.65802,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,0.10606,-1.64,2.1682,0.0,0.0,0.0,0.0,0.0,0.0
266e36juy8cdx6gzxde_0001,0.7428571428571429,26,35	1.29969,-0.31467,3.5979,1.00295,0.39002,5.77683,0.50364,0.54545,1.23203,0.78713,123.18136,49.54589,236.86312,40.73211,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,0.05448,0.0,3.84603,0.0,0.0,0.0,0.0,0.0,0.0
jvw1g9ngnmglh8d1n1_0000,0.7352941176470589,25,34	1.29969,-0.31467,-0.76355,-1.2664,-1.58054,0.60486,0.40558,0.0737,1.18684,0.69251,116.6875,43.2,122.98136,46.8,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.73529,0,0,0.09348,0.0,1.56092,0.0,1.0,0.0,1.0,0.0,0.0
5fw2mktnya7wmimdqtu_0000,0.7352941176470589,25,34	1.29969,-0.31467,3.71468,0.32186,1.17184,0.70822,0.148,0.18779,1.34305,0.71952,114.20807,48.58702,244.99071,42.75296,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.73529,0,0,0.02009,-1.38,3.43584,0.0,0.0,0.0,0.0,0.0,0.0
rvswrzsxooh8ah4onu1_0127,0.7222222222222222,26,36	1.29969,-0.31467,1.19266,-1.19729,-0.60304,-2.13995,0.487,0.45796,1.35219,0.79624,112.07468,49.09552,298.60875,126.50389,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,0.14975,0.0,1.82503,0.0,0.0,1.0,1.0,0.0,0.0
tmg1ukptx46src059n_0001,0.7222222222222222,26,36	1.29969,-0.31467,-0.70954,-0.2388,0.47712,2.49708,0.55597,0.22958,1.27536,0.87674,118.95947,46.229,60.00021,232.99348,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,0.179,0.0,1.53685,0.0,0.0,1.0,1.0,0.0,0.0
4e6n13ame28u49bljgn_0000,0.7222222222222222,26,36	1.29969,-0.31467,-0.05957,-0.02615,0.84534,-1.55056,0.12427,0.13342,1.30551,0.78879,128.98093,49.72933,65.25803,44.49622,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,0.081,0.0,1.34211,0.0,0.0,1.0,2.0,0.0,0.0
5ng1zkf6k17zoqbvdtv_0000,0.7142857142857143,25,35	1.29969,-0.31467,3.68885,1.52621,-0.4832,0.98243,0.57169,0.32273,1.2224,0.75424,117.63906,50.92434,296.96735,311.95518,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.71428,0,0,0.03706,-0.45999,3.8528,0.0,0.0,1.0,0.0,0.0,0.0
pzrw01qmj2qn4du5ls3_0033,0.7142857142857143,25,35	1.29969,-0.31467,-0.13675,1.03771,-1.3725,5.77683,0.60288,0.37885,1.19925,0.80033,128.66445,34.02449,121.6613,228.76717,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.71428,0,0,0.38383,-0.36,1.01322,0.0,0.0,1.0,0.0,0.0,0.0
w4vhvy33qz7rqa7jgq_0041,0.7142857142857143,25,35	1.29969,-0.31467,2.44226,-0.86241,0.32497,2.29851,0.25145,0.48095,1.29207,0.63759,124.65692,43.60548,300.12823,44.70021,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.71428,0,0,0.04377,0.0,2.8262,0.0,0.0,1.0,0.0,0.0,0.0
2b7246se5qog71wc6l0g_0008,0.7058823529411765,24,34	1.29969,-0.31467,0.20313,1.05302,-0.62494,-2.34466,0.54774,0.18198,1.32953,0.74866,123.91815,48.79058,113.42711,315.43379,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.70588,0,0,0.22885,-0.3,1.09055,0.0,0.0,1.0,0.0,0.0,0.0
2b7246se5qog71wc6l0g_0009,0.7058823529411765,24,34	1.29969,-0.31467,1.64306,-0.08693,1.03122,-2.34466,0.61663,0.63819,1.0962,0.66714,110.79511,44.87424,236.79254,308.67138,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.70588,0,0,0.26486,0.0,2.12543,0.0,0.0,1.0,0.0,0.0,0.0
h48jcmeqzu9c8irn8hf_0000,0.7058823529411765,24,34	1.29969,-0.31467,3.47048,0.43491,0.94829,-0.20172,0.58419,0.59532,1.33895,0.80111,121.58002,51.51994,117.04357,234.9265,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.70588,0,0,0.06005,0.0,3.73548,0.0,0.0,0.0,0.0,0.0,0.0
68azi7c54xoh8ub02mu_0079,0.7027027027027027,26,37	1.29969,-0.31467,3.37675,1.29889,-0.26148,-0.13511,0.57061,0.35136,1.27808,0.76212,122.96504,52.16464,59.66323,41.34559,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.70270,0,0,0.80387,-1.42,0.63814,0.0,0.0,1.0,0.0,0.0,0.0
jnn7zlkdpv17y5q9kk_0004,0.6944444444444444,25,36	1.29969,-0.31467,3.63123,1.44017,-0.1552,-0.88736,0.37205,0.28312,1.2437,0.76521,121.62967,42.02079,65.10009,133.19472,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.06094,-1.8,2.52222,0.0,0.0,1.0,1.0,0.0,0.0
1phtp9i5syi06jyg4kvl_0000,0.6944444444444444,25,36	1.29969,-0.31467,2.14356,1.19189,0.32317,-1.21084,0.23828,0.41131,1.33861,0.87116,126.49101,46.91055,118.78877,129.45766,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.70005,-0.96,0.58257,0.0,0.0,1.0,1.0,0.0,0.0
rvswrzsxooh8ah4onu1_0244,0.6944444444444444,25,36	1.29969,-0.31467,1.83953,1.54591,-1.46201,-2.13995,0.31928,0.51486,1.35644,0.76066,125.14037,52.40413,68.40447,42.5097,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.06652,-0.04,2.2706,0.0,0.0,1.0,0.0,0.0,0.0
tmg1ukptx46src059n_0011,0.6944444444444444,25,36	1.29969,-0.31467,2.6936,-1.02679,-1.15071,2.49708,0.35287,0.21216,1.35685,0.80341,125.89226,50.04367,58.20848,316.35404,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.02301,0.0,3.05217,0.0,0.0,1.0,0.0,0.0,0.0
5zbfvuzigfwzuky1e80_0009,0.6944444444444444,25,36	1.29969,-0.31467,-0.00769,-0.85408,-0.29635,2.08547,0.60748,0.48718,1.23748,0.71568,125.10083,52.84304,114.43671,313.51388,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,2.21436,-13.99999,0.52858,0.0,1.0,1.0,0.0,0.0,0.0
4e6n13ame28u49bljgn_0005,0.6944444444444444,25,36	1.29969,-0.31467,3.69648,1.42056,0.07491,-2.17537,0.50255,0.44309,1.27621,0.77094,126.57071,39.15763,295.72404,129.70572,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.06792,-1.74,2.99056,0.0,0.0,1.0,1.0,0.0,0.0
4vfwdjwxlqyl0vkwuun_0007,0.6944444444444444,25,36	1.29969,-0.31467,1.37646,1.01289,-0.39901,5.77683,0.31933,0.36483,1.23015,0.80892,122.28571,46.03827,293.42201,40.5751,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.14955,-0.36,1.86641,0.0,0.0,0.0,0.0,0.0,0.0
48tjhhx266jptwv3kjv_0020,0.6857142857142857,24,35	1.29969,-0.31467,0.23121,0.60824,-0.02349,2.0455,0.48921,0.6122,1.29238,0.74431,119.09439,42.78024,56.5836,52.58406,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,6.79422,-1.28,0.28772,0.0,0.0,1.0,0.0,0.0,0.0
rvswrzsxooh8ah4onu1_0092,0.6857142857142857,24,35	1.29969,-0.31467,2.08008,0.99699,1.53275,-2.13995,0.4216,0.42569,1.14711,0.88357,123.1308,48.14832,307.42935,228.86925,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,0.08214,-0.4,2.36022,0.0,0.0,1.0,1.0,0.0,0.0
5jiohelz92rwndc55qw_0004,0.6857142857142857,24,35	1.29969,-0.31467,1.6365,0.31728,0.97041,5.77683,0.26707,0.29669,1.20454,0.78683,119.85247,34.5441,59.24137,319.17002,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,0.05145,0.0,2.14594,0.0,0.0,0.0,0.0,0.0,0.0
4e6n13ame28u49bljgn_0023,0.6857142857142857,24,35	1.29969,-0.31467,3.62619,1.07945,-1.3877,-1.55056,0.21743,0.57237,1.19826,0.80891,120.09544,47.67997,306.84139,227.79148,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,0.02236,0.0,3.88459,0.0,0.0,1.0,0.0,0.0,0.0
ezutl4297rh54pas8z_0015,0.6857142857142857,24,35	1.29969,-0.31467,0.2103,-1.25412,0.51887,-2.00139,0.548,0.59376,1.22024,0.6758,118.56238,49.57016,238.05057,222.28148,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,0.32761,0.0,1.37649,0.0,0.0,0.0,0.0,0.0,0.0
155jqxvip3xntwybsdks_0001,0.6764705882352942,23,34	1.29969,-0.31467,-0.00341,-1.06245,0.64423,-0.37145,0.31821,0.44003,1.31001,0.81827,115.27044,45.01431,114.21592,305.06411,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67647,0,0,0.24106,0.0,1.36114,0.0,0.0,1.0,1.0,0.0,0.0
1tjdv2uazg40sq1eogq1_0104,0.6764705882352942,23,34	1.29969,-0.31467,3.597,1.57064,-1.12574,-2.43024,0.45308,0.32313,1.19214,0.77503,116.85575,52.45458,300.26087,47.09853,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67647,0,0,0.0298,-0.57999,3.66541,0.0,0.0,1.0,0.0,0.0,0.0
2iny0wyn6phj2vaowi7_0003,0.6764705882352942,23,34	1.29969,-0.31467,3.72477,1.20604,-1.38476,-0.31057,0.62399,0.63186,1.27638,0.84814,125.16727,52.27381,64.88562,42.0108,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67647,0,0,0.02589,0.0,3.99336,0.0,0.0,0.0,0.0,0.0,0.0
ezutl4297rh54pas8z_0003,0.6764705882352942,23,34	1.29969,-0.31467,1.28449,0.61289,-1.30866,-2.1771,0.43366,0.60131,1.14488,0.78146,121.393,44.92201,123.17255,137.9259,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67647,0,0,0.1074,0.0,1.87417,0.0,0.0,1.0,1.0,0.0,0.0
