snap,moi_1_id,moi_2_id,merger_snap,p_acceleration,xy_projection,p_face_projection,s_face_projection,p_SubhaloIDRaw,s_SubhaloIDRaw,p_SubhaloMass,s_SubhaloMass,p_SubhaloPos,s_SubhaloPos,p_SubhaloVel,s_SubhaloVel,p_SubhaloSpin,s_SubhaloSpin,p_SubhaloHalfmassRad,s_SubhaloHalfmassRad
20,25000000035928,29000000007534,28,15.317492861811939,https://www.tng-project.org/api/TNG50-1/snapshots/20/subhalos/32026/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/20/subhalos/32026/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/20/subhalos/55919/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,20000000032026,20000000055919,18.27353,14.110786,[21052.283  16464.11    2950.4648],[21225.03   16087.555   2132.3516],[ 222.51091  -168.73868    11.355336],[158.30807 -62.83431 235.55164],[360.40512  -51.76088   95.400764],[ 133.50131     -0.6635594 -157.18817  ],68.05921,60.470238
21,25000000035928,29000000007534,28,25.048146869550287,https://www.tng-project.org/api/TNG50-1/snapshots/21/subhalos/38936/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/21/subhalos/38936/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/21/subhalos/60323/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,21000000038936,21000000060323,20.42146,15.6918335,[21110.273 16440.18   2950.186],[21260.535  16074.744   2190.6096],[ 230.30937  -175.01936    25.842731],[166.2856  -64.77046 248.48361],[416.36917  -99.8385    -2.536943],[ 136.99115      -0.79955274 -145.06715   ],74.80492,60.722668
22,25000000035928,29000000007534,28,18.948116355599254,https://www.tng-project.org/api/TNG50-1/snapshots/22/subhalos/46925/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/22/subhalos/46925/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/22/subhalos/64106/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,22000000046925,22000000064106,23.793041,19.163214,[21209.152  16362.086   2986.2168],[21351.121 16043.649  2321.709],[ 244.12715 -189.49585   38.60861],[177.66368 -65.58253 270.7836 ],[ 526.76056  -224.56488  -107.620285],[ 230.41591    90.621994 -152.38057 ],85.81138,67.077736
23,25000000035928,29000000007534,28,6.585833313831888,https://www.tng-project.org/api/TNG50-1/snapshots/23/subhalos/57755/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/23/subhalos/57755/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/23/subhalos/71619/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,23000000057755,23000000071619,26.593918,22.494593,[21292.72   16272.698   3014.4285],[21423.52   16020.759   2424.4734],[ 263.34476  -191.15932    40.662643],[190.01091 -63.87294 285.05435],[ 559.80145 -359.9568  -152.19844],[ 311.85614    79.679375 -125.07007 ],86.09339,70.21487
24,25000000035928,29000000007534,28,33.03832911011296,https://www.tng-project.org/api/TNG50-1/snapshots/24/subhalos/50768/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/24/subhalos/50768/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/24/subhalos/63250/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,24000000050768,24000000063250,33.87046,29.532028,[21505.63  15993.273  2533.538],[21393.527  16187.839   3019.1362],[187.62364 -69.7606  283.31952],[ 287.81644  -189.27324    38.480217],[ 395.68765   400.23273  -121.345474],[ 500.30865 -473.30206 -144.1621 ],98.00361,72.69455
25,25000000035928,29000000007534,28,17.033031631583174,https://www.tng-project.org/api/TNG50-1/snapshots/25/subhalos/35928/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/25/subhalos/35928/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/25/subhalos/35929/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,25000000035928,25000000035929,40.40184,26.85066,[21620.57  15957.811  2698.12 ],[21557.555 16104.22   3005.494],[208.33662 -72.0364  308.95786],[ 339.34747  -190.87927    27.109453],[282.17584  289.66928  -11.680855],[ 413.96295 -414.5996  -246.09622],111.15221,50.05612
26,25000000035928,29000000007534,28,133.79079456254158,https://www.tng-project.org/api/TNG50-1/snapshots/26/subhalos/40303/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/26/subhalos/40303/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/26/subhalos/40304/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,26000000040303,26000000040304,44.812016,21.32713,[21679.03   15943.905   2781.2317],[21651.438 16053.393  3012.22 ],[219.08255 -66.2397  320.8342 ],[ 362.02795   -206.13057      2.5935214],[180.6642   233.42766  -20.800043],[ 396.26636 -277.0914  -201.71568],116.00786,42.228203
27,25000000035928,29000000007534,28,80.19113611252796,https://www.tng-project.org/api/TNG50-1/snapshots/27/subhalos/38265/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/27/subhalos/38265/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/27/subhalos/38267/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,27000000038265,27000000038267,94.847275,7.4605837,[21783.6    15918.239   2930.5398],[21798.451  15951.02    3006.9656],[ 281.7685  -118.32565  214.73282],[ 403.66504  -296.32526   -57.659935],[ 532.87946  730.67096 -870.4427 ],[ 215.13455  -154.66852   -22.462732],116.9846,14.507165
28,25000000035928,29000000007534,28,32.03966845004796,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/40302/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/40302/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/40304/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,28000000040302,28000000040304,130.7231,4.3821096,[21938.008  15874.556   3067.9094],[21920.455  15863.479   3028.4119],[ 326.6764 -156.2191  160.1619],[ 374.02966 -110.1648   249.70932],[  739.9414    131.82062 -1623.7445 ],[ 2.9045174e-02 -1.1751033e+02 -8.8010506e+01],103.87662,4.282615
20,25000000035929,29000000007534,29,15.317492861811939,https://www.tng-project.org/api/TNG50-1/snapshots/20/subhalos/32026/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/20/subhalos/32026/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/20/subhalos/55919/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,20000000032026,20000000055919,18.27353,14.110786,[21052.283  16464.11    2950.4648],[21225.03   16087.555   2132.3516],[ 222.51091  -168.73868    11.355336],[158.30807 -62.83431 235.55164],[360.40512  -51.76088   95.400764],[ 133.50131     -0.6635594 -157.18817  ],68.05921,60.470238
21,25000000035929,29000000007534,29,25.048146869550287,https://www.tng-project.org/api/TNG50-1/snapshots/21/subhalos/38936/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/21/subhalos/38936/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/21/subhalos/60323/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,21000000038936,21000000060323,20.42146,15.6918335,[21110.273 16440.18   2950.186],[21260.535  16074.744   2190.6096],[ 230.30937  -175.01936    25.842731],[166.2856  -64.77046 248.48361],[416.36917  -99.8385    -2.536943],[ 136.99115      -0.79955274 -145.06715   ],74.80492,60.722668
22,25000000035929,29000000007534,29,18.948116355599254,https://www.tng-project.org/api/TNG50-1/snapshots/22/subhalos/46925/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/22/subhalos/46925/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/22/subhalos/64106/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,22000000046925,22000000064106,23.793041,19.163214,[21209.152  16362.086   2986.2168],[21351.121 16043.649  2321.709],[ 244.12715 -189.49585   38.60861],[177.66368 -65.58253 270.7836 ],[ 526.76056  -224.56488  -107.620285],[ 230.41591    90.621994 -152.38057 ],85.81138,67.077736
23,25000000035929,29000000007534,29,6.585833313831888,https://www.tng-project.org/api/TNG50-1/snapshots/23/subhalos/57755/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/23/subhalos/57755/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/23/subhalos/71619/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,23000000057755,23000000071619,26.593918,22.494593,[21292.72   16272.698   3014.4285],[21423.52   16020.759   2424.4734],[ 263.34476  -191.15932    40.662643],[190.01091 -63.87294 285.05435],[ 559.80145 -359.9568  -152.19844],[ 311.85614    79.679375 -125.07007 ],86.09339,70.21487
24,25000000035929,29000000007534,29,33.03832911011296,https://www.tng-project.org/api/TNG50-1/snapshots/24/subhalos/50768/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/24/subhalos/50768/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/24/subhalos/63250/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,24000000050768,24000000063250,33.87046,29.532028,[21505.63  15993.273  2533.538],[21393.527  16187.839   3019.1362],[187.62364 -69.7606  283.31952],[ 287.81644  -189.27324    38.480217],[ 395.68765   400.23273  -121.345474],[ 500.30865 -473.30206 -144.1621 ],98.00361,72.69455
25,25000000035929,29000000007534,29,17.033031631583174,https://www.tng-project.org/api/TNG50-1/snapshots/25/subhalos/35928/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/25/subhalos/35928/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/25/subhalos/35929/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,25000000035928,25000000035929,40.40184,26.85066,[21620.57  15957.811  2698.12 ],[21557.555 16104.22   3005.494],[208.33662 -72.0364  308.95786],[ 339.34747  -190.87927    27.109453],[282.17584  289.66928  -11.680855],[ 413.96295 -414.5996  -246.09622],111.15221,50.05612
26,25000000035929,29000000007534,29,133.79079456254158,https://www.tng-project.org/api/TNG50-1/snapshots/26/subhalos/40303/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/26/subhalos/40303/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/26/subhalos/40304/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,26000000040303,26000000040304,44.812016,21.32713,[21679.03   15943.905   2781.2317],[21651.438 16053.393  3012.22 ],[219.08255 -66.2397  320.8342 ],[ 362.02795   -206.13057      2.5935214],[180.6642   233.42766  -20.800043],[ 396.26636 -277.0914  -201.71568],116.00786,42.228203
27,25000000035929,29000000007534,29,80.19113611252796,https://www.tng-project.org/api/TNG50-1/snapshots/27/subhalos/38265/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/27/subhalos/38265/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/27/subhalos/38267/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,27000000038265,27000000038267,94.847275,7.4605837,[21783.6    15918.239   2930.5398],[21798.451  15951.02    3006.9656],[ 281.7685  -118.32565  214.73282],[ 403.66504  -296.32526   -57.659935],[ 532.87946  730.67096 -870.4427 ],[ 215.13455  -154.66852   -22.462732],116.9846,14.507165
28,25000000035929,29000000007534,29,32.03966845004796,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/40302/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/40302/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/40304/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,28000000040302,28000000040304,130.7231,4.3821096,[21938.008  15874.556   3067.9094],[21920.455  15863.479   3028.4119],[ 326.6764 -156.2191  160.1619],[ 374.02966 -110.1648   249.70932],[  739.9414    131.82062 -1623.7445 ],[ 2.9045174e-02 -1.1751033e+02 -8.8010506e+01],103.87662,4.282615
28,33000000059075,40000000066106,35,52.35514405972166,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/80776/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/80776/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/28/subhalos/65495/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,28000000080776,28000000065495,63.33875,50.215492,[  142.25719 14598.831   12696.18   ],[  396.83875 14418.818   13190.6455 ],[57.750423 44.73886  71.92419 ],[   8.797074  209.98944  -107.853294],[273.8904  134.2214   89.81693],[ 78.25947 242.91971 287.65598],69.91794,81.21507
29,33000000059075,40000000066106,35,47.19542629110969,https://www.tng-project.org/api/TNG50-1/snapshots/29/subhalos/48809/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/29/subhalos/48809/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/29/subhalos/48810/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,29000000048809,29000000048810,79.52134,64.211784,[  402.7753 14499.949  13149.299 ],[  166.9248 14618.009  12726.029 ],[  11.517777  161.11568  -126.42785 ],[67.59247  46.401527 88.66189 ],[265.46948 187.57619 541.0852 ],[258.6595   92.44653  95.02529],114.10608,66.114784
30,33000000059075,40000000066106,35,9.826530615491817,https://www.tng-project.org/api/TNG50-1/snapshots/30/subhalos/50998/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/30/subhalos/50998/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/30/subhalos/50999/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,30000000050998,30000000050999,129.99455,49.649616,[  392.58554 14604.069   13128.988  ],[  190.85808 14634.048   12761.448  ],[  16.878395  120.16695  -149.2724  ],[ 76.99135   45.747658 105.26221 ],[ -8.810675 261.9089   402.46692 ],[223.41815 110.26895 152.06346],103.847855,46.57463
31,33000000059075,40000000066106,35,23.764087004001226,https://www.tng-project.org/api/TNG50-1/snapshots/31/subhalos/56497/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/31/subhalos/56497/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/31/subhalos/56498/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,31000000056497,31000000056498,159.43768,43.97464,[  399.35504 14654.554   13097.656  ],[  216.20572 14651.153   12799.3125 ],[  10.078713  113.07329  -149.34341 ],[ 97.45703   51.276676 137.2496  ],[-144.90308  310.6156   432.77774],[167.84315 165.48297 167.5749 ],110.312744,37.844997
32,33000000059075,40000000066106,35,23.990326462805125,https://www.tng-project.org/api/TNG50-1/snapshots/32/subhalos/53578/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/32/subhalos/53578/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/32/subhalos/53579/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,32000000053578,32000000053579,207.05058,29.344988,[  406.90747 14685.506   13017.893  ],[  253.51736 14668.197   12849.973  ],[   3.9831374  104.26762   -128.12936  ],[147.8524    61.006878 183.15889 ],[-337.0898  908.8117  619.9302],[127.5001   94.79077 210.14372],136.9514,21.97083
33,33000000059075,40000000066106,35,48.33321569082181,https://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/59075/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/59075/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/59076/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,33000000059075,33000000059076,245.61258,18.5819,[  408.02365 14714.602   12951.02   ],[  322.56372 14692.939   12921.933  ],[  -4.74407    96.037964 -107.35331 ],[302.3335  115.6543  250.78601],[-355.62335 1252.1252   702.3892 ],[ 48.759384  27.862967 148.92035 ],134.63463,10.162465
34,33000000059075,40000000066106,35,29.504496615141257,https://www.tng-project.org/api/TNG50-1/snapshots/34/subhalos/59296/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/34/subhalos/59296/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/34/subhalos/59297/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,34000000059296,34000000059297,279.678,13.23967,[  376.226 14733.178 12933.234],[  454.83615 14754.895   12962.077  ],[ 11.5834875  94.483864  -61.88799  ],[297.6525   212.13809  -66.954414],[-537.5376 1731.4475 1057.3829],[ 11.519668  35.609924 112.217415],118.09997,5.5378757
35,33000000059075,40000000066106,35,33.13037572864782,https://www.tng-project.org/api/TNG50-1/snapshots/35/subhalos/63777/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/35/subhalos/63777/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/35/subhalos/63778/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,35000000063777,35000000063778,298.52448,15.923754,[  395.01917 14778.738   12931.489  ],[  485.74503 14804.657   12933.478  ],[ 36.75706  100.42688  -47.693375],[ -53.73587  126.17087 -115.1703 ],[-704.1096 1740.5002 1119.3772],[30.141283 42.488384 99.40878 ],131.31488,7.134668
36,33000000059075,40000000066106,35,10.188695146997,https://www.tng-project.org/api/TNG50-1/snapshots/36/subhalos/70457/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/36/subhalos/70457/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/36/subhalos/70458/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,36000000070457,36000000070458,334.35593,4.203834,[  427.2951 14818.025  12909.787 ],[  420.66638 14814.117   12911.6045 ],[  9.680915 102.65854  -66.65449 ],[-109.528656 -214.77641   218.91852 ],[-820.06714 1361.2072  1307.0182 ],[-11.018871  25.487133  64.264015],146.36575,0.62413985
