moi_SubhaloIDRaw,snapnum,p_acceleration,p_SubhaloIDRaw,s_SubhaloIDRaw,p_SubhaloMass,s_SubhaloMass,p_SubhaloPos,s_SubhaloPos,p_SubhaloVel,s_SubhaloVel,p_SubhaloSpin,s_SubhaloSpin,p_SubhaloHalfmassRad,s_SubhaloHalfmassRad,merger_snap,xy_projection,p_face_projection,s_face_projection
99000000117255,67,9.832923600774567,67000000365040,67000000365042,29.499775,23.590914,[13951.776 29849.717 27718.885],[14135.868 29975.588 27876.889],[267.15622 -95.8355  -78.05306],[ 187.05379 -140.15329  -72.39284],[ 243.04384 1747.3734   443.43225],[ 126.791275  180.71501  -167.04013 ],69.30821,30.909096,87,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/365040/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/365040/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/365042/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,68,11.218467710939171,68000000363394,68000000363396,29.926865,23.135572,[13994.251 29835.154 27705.275],[14166.264 29953.07  27864.635],[268.4462   -88.84801  -69.019775],[ 182.71034 -139.25946  -81.16905],[ 199.79442 1840.8268   430.6324 ],[ 125.85851  175.40002 -157.44206],71.01148,28.992128,87,https://www.tng-project.org/api/TNG50-1/snapshots/68/subhalos/363394/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/68/subhalos/363394/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/68/subhalos/363396/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,69,13.113830308982493,69000000367165,69000000367166,30.44069,23.202854,[14035.653 29822.482 27693.34 ],[14195.619 29930.342 27850.365],[270.8499   -80.49149  -61.372032],[ 177.26016 -138.5047   -90.94555],[  84.99014 1973.3712   428.15442],[ 132.16843  173.56235 -158.15092],73.07283,28.405602,87,https://www.tng-project.org/api/TNG50-1/snapshots/69/subhalos/367165/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/69/subhalos/367165/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/69/subhalos/367166/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,70,15.046480536373423,70000000376800,70000000376801,30.9377,21.852283,[14076.418 29810.867 27683.424],[14223.713 29907.682 27834.791],[268.7028  -70.79096 -56.28791],[ 170.48482 -138.33398 -102.17222],[  -4.3301296 1853.923      398.29486  ],[ 127.93847  158.3906  -141.09196],74.35203,25.881577,87,https://www.tng-project.org/api/TNG50-1/snapshots/70/subhalos/376800/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/70/subhalos/376800/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/70/subhalos/376801/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,71,17.860848747603647,71000000375774,71000000375776,32.549255,20.220114,[14117.566 29800.91  27676.273],[14250.786 29885.23  27817.545],[267.26132  -59.680153 -51.759613],[ 161.99934 -138.92615 -114.58361],[ -52.697136 1906.273     404.98782 ],[ 118.68611  135.03069 -124.49436],79.843994,23.493797,87,https://www.tng-project.org/api/TNG50-1/snapshots/71/subhalos/375774/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/71/subhalos/375774/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/71/subhalos/375776/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,72,22.67175086599384,72000000386673,72000000386674,19.364319,9.498689,[14276.486 29862.625 27797.916],[14156.69  29792.832 27670.582],[ 151.50851 -140.63841 -128.93703],[241.47083  -42.754833 -28.29152 ],[ 110.8961   126.44214 -120.5399 ],[ -5.822524 339.01205   28.177933],22.3121,16.010975,87,https://www.tng-project.org/api/TNG50-1/snapshots/72/subhalos/386673/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/72/subhalos/386673/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/72/subhalos/386674/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,73,27.427614066082995,73000000391891,73000000391892,15.909072,7.7017727,[14299.994 29839.783 27776.03 ],[14198.773 29779.637 27797.29 ],[ 137.24773 -145.2133  -145.95786],[ 364.86102     -8.7819195 -106.9341   ],[  36.434647  130.91394  -109.73914 ],[-34.451996  88.814804  84.15655 ],17.255083,14.163962,87,https://www.tng-project.org/api/TNG50-1/snapshots/73/subhalos/391891/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/73/subhalos/391891/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/73/subhalos/391892/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,74,21.779626123909324,74000000392928,74000000392929,12.595014,6.063552,[14320.9   29816.11  27751.416],[14256.834 29779.086 27777.092],[ 117.19308 -153.93423 -162.51172],[ 371.34885      5.7757716 -145.72113  ],[-21.434572 121.3448   -87.02731 ],[-50.680103  79.773254  81.31263 ],12.632882,10.119035,87,https://www.tng-project.org/api/TNG50-1/snapshots/74/subhalos/392928/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/74/subhalos/392928/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/74/subhalos/392929/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,75,148.35802980361586,75000000396752,75000000396754,12.435606,4.1859016,[14332.457 29799.438 27733.74 ],[14244.76  29784.389 27657.826],[  98.083405 -161.6875   -169.51596 ],[191.91513  -15.230334 -68.0087  ],[-25.372835 122.01339  -67.553764],[-14.14911 146.65703  19.80611],12.425781,6.4483237,87,https://www.tng-project.org/api/TNG50-1/snapshots/75/subhalos/396752/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/75/subhalos/396752/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/75/subhalos/396754/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
99000000117255,76,15.163243846306932,76000000402529,76000000402531,76.544205,5.524486,[14344.8545 29772.959  27709.338 ],[14278.377 29780.455 27644.725],[ 231.31868  -96.84853 -162.14203],[226.69244  -33.686443 -85.20868 ],[-664.33044 -443.57     327.846  ],[-13.601457 164.099     29.017155],75.286934,8.583027,87,https://www.tng-project.org/api/TNG50-1/snapshots/76/subhalos/402529/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&nPixels=256%2C256&axes=0%2C1&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/76/subhalos/402529/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged,https://www.tng-project.org/api/TNG50-1/snapshots/76/subhalos/402531/vis.png?partType=stars&partField=stellarComp-jwst_f200w-jwst_f115w-jwst_f070w&size=1&method=histo&rotation=face-on&plotStyle=edged
